id,dataset,label_type,superfamily,class,architecture,topology,homologous_superfamily,length
1dosA00,CATH20,superfamily,3.20.20.70,3,20,20,70,358
1dowA00,CATH20,superfamily,1.20.120.230,1,20,120,230,205
1dp3A00,CATH20,superfamily,1.10.10.450,1,10,10,450,55
1dp4C02,CATH20,superfamily,3.40.50.2300,3,40,50,2300,210
1dp7P00,CATH20,superfamily,1.10.10.10,1,10,10,10,76
1dpbA00,CATH20,superfamily,3.30.559.10,3,30,559,10,243
1dpgA02,CATH20,superfamily,3.30.360.10,3,30,360,10,309
1dpsA00,CATH20,superfamily,1.20.1260.10,1,20,1260,10,167
1dq3A04,CATH20,superfamily,3.10.28.10,3,10,28,10,114
1dqaD01,CATH20,superfamily,1.10.3270.10,1,10,3270,10,60
1dqcA00,CATH20,superfamily,2.170.140.10,2,170,140,10,74
1dqgA00,CATH20,superfamily,2.80.10.50,2,80,10,50,135
1dqiA00,CATH20,superfamily,2.60.40.730,2,60,40,730,124
1dquA01,CATH20,superfamily,3.20.20.60,3,20,20,60,411
1ds1A00,CATH20,superfamily,3.60.130.10,3,60,130,10,324
1ds8M02,CATH20,superfamily,1.20.85.10,1,20,85,10,164
1dt9A03,CATH20,superfamily,3.30.1330.30,3,30,1330,30,160
1dtoA01,CATH20,superfamily,1.10.287.30,1,10,287,30,102
1dulA00,CATH20,superfamily,1.10.260.30,1,10,260,30,69
1dv5A00,CATH20,superfamily,1.10.1200.10,1,10,1200,10,80
1dvpA02,CATH20,superfamily,3.30.40.10,3,30,40,10,66
1dw0A00,CATH20,superfamily,1.10.760.10,1,10,760,10,112
1dwnA00,CATH20,superfamily,3.30.380.10,3,30,380,10,127
1dx9A00,CATH20,superfamily,3.40.50.360,3,40,50,360,169
1dxhA01,CATH20,superfamily,3.40.50.1370,3,40,50,1370,183
1dy2A00,CATH20,superfamily,3.10.100.10,3,10,100,10,180
1dynA00,CATH20,superfamily,2.30.29.30,2,30,29,30,125
1dzkA00,CATH20,superfamily,2.40.128.20,2,40,128,20,157
1dzlA00,CATH20,superfamily,2.60.175.20,2,60,175,20,455
1dznA01,CATH20,superfamily,3.30.43.10,3,30,43,10,128
1e0tA03,CATH20,superfamily,2.40.33.10,2,40,33,10,99
1e1hA00,CATH20,superfamily,3.90.1240.10,3,90,1240,10,243
1e1hB02,CATH20,superfamily,4.10.1280.10,4,10,1280,10,64
1e2jA00,CATH20,superfamily,3.40.50.300,3,40,50,300,331
1e2rA02,CATH20,superfamily,2.140.10.20,2,140,10,20,432
1e2tA01,CATH20,superfamily,6.10.140.1930,6,10,140,1930,73
1e2uA04,CATH20,superfamily,3.40.50.2030,3,40,50,2030,173
1e2wA02,CATH20,superfamily,2.40.50.100,2,40,50,100,60
1e33P02,CATH20,superfamily,3.30.1120.10,3,30,1120,10,101
1e3hA01,CATH20,superfamily,3.30.230.70,3,30,230,70,248
1e3hA03,CATH20,superfamily,3.30.230.70,3,30,230,70,213
1e3mB03,CATH20,superfamily,6.10.140.80,6,10,140,80,56
1e3mB04,CATH20,superfamily,1.10.1420.10,1,10,1420,10,152
1e3uD00,CATH20,superfamily,3.40.710.10,3,40,710,10,246
1e50B00,CATH20,superfamily,2.40.250.10,2,40,250,10,134
1e53A00,CATH20,superfamily,3.30.40.10,3,30,40,10,59
1e57B00,CATH20,superfamily,2.60.120.20,2,60,120,20,188
1e5kA00,CATH20,superfamily,3.90.550.10,3,90,550,10,201
1e5rB01,CATH20,superfamily,2.60.120.330,2,60,120,330,203
1e5tA02,CATH20,superfamily,2.130.10.120,2,130,10,120,353
1e5wA04,CATH20,superfamily,1.20.5.450,1,20,5,450,55
1e5xA01,CATH20,superfamily,3.40.50.1100,3,40,50,1100,332
1e6dM01,CATH20,superfamily,1.20.85.10,1,20,85,10,143
1e6hA00,CATH20,superfamily,2.30.30.40,2,30,30,40,62
1e6vB02,CATH20,superfamily,1.20.840.10,1,20,840,10,296
1e6vC00,CATH20,superfamily,3.90.320.20,3,90,320,20,258
1e7lA01,CATH20,superfamily,3.40.1800.10,3,40,1800,10,80
1e7lA02,CATH20,superfamily,1.10.720.10,1,10,720,10,55
1e7pC00,CATH20,superfamily,1.20.1300.10,1,20,1300,10,256
1e7rA01,CATH20,superfamily,3.40.50.720,3,40,50,720,222
1e7uA02,CATH20,superfamily,2.60.40.150,2,60,40,150,166
1e7uA04,CATH20,superfamily,3.30.1010.10,3,30,1010,10,158
1e8cA02,CATH20,superfamily,3.40.1190.10,3,40,1190,10,238
1e8cB03,CATH20,superfamily,3.90.190.20,3,90,190,20,142
1e8rA00,CATH20,superfamily,2.30.32.30,2,30,32,30,50
1e9fA00,CATH20,superfamily,3.40.50.300,3,40,50,300,217
1e9gB00,CATH20,superfamily,3.90.80.10,3,90,80,10,286
1e9rA02,CATH20,superfamily,1.10.8.80,1,10,8,80,113
1e9rD01,CATH20,superfamily,3.40.50.300,3,40,50,300,321
1ea0A01,CATH20,superfamily,3.60.20.10,3,60,20,10,422
1ea0A02,CATH20,superfamily,3.20.20.70,3,20,20,70,358
1ea0A04,CATH20,superfamily,2.160.20.60,2,160,20,60,276
1ea0B03,CATH20,superfamily,3.20.20.70,3,20,20,70,413
1eakA01,CATH20,superfamily,1.10.101.10,1,10,101,10,63
1eamA00,CATH20,superfamily,3.40.50.150,3,40,50,150,307
1eb6A00,CATH20,superfamily,3.40.390.10,3,40,390,10,177
1ebfA01,CATH20,superfamily,3.40.50.720,3,40,50,720,183
1ebfA02,CATH20,superfamily,3.30.360.10,3,30,360,10,175
1ebtA00,CATH20,superfamily,1.10.490.10,1,10,490,10,142
1ecsA00,CATH20,superfamily,3.10.180.10,3,10,180,10,126
1edgA00,CATH20,superfamily,3.20.20.80,3,20,20,80,380
1edqA03,CATH20,superfamily,3.10.50.10,3,10,50,10,76
1eerA00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,166
1ef0B01,CATH20,superfamily,2.170.16.10,2,170,16,10,226
1ef0B02,CATH20,superfamily,3.10.28.10,3,10,28,10,236
1ef1C01,CATH20,superfamily,6.10.360.10,6,10,360,10,75
1efdN01,CATH20,superfamily,3.40.50.1980,3,40,50,1980,92
1efdN02,CATH20,superfamily,3.40.50.1980,3,40,50,1980,174
1efhA00,CATH20,superfamily,3.40.50.300,3,40,50,300,292
1efpB00,CATH20,superfamily,3.40.50.620,3,40,50,620,252
1efyA01,CATH20,superfamily,1.20.142.10,1,20,142,10,136
1efzA00,CATH20,superfamily,3.20.20.105,3,20,20,105,386
1eg3A03,CATH20,superfamily,1.10.238.10,1,10,238,10,91
1eg3A04,CATH20,superfamily,1.10.238.10,1,10,238,10,82
1ei5A02,CATH20,superfamily,2.40.128.50,2,40,128,50,82
1ej5A00,CATH20,superfamily,3.90.810.10,3,90,810,10,107
1ej6A01,CATH20,superfamily,3.90.1810.10,3,90,1810,10,385
1ej6A02,CATH20,superfamily,3.55.60.10,3,55,60,10,148
1ej6A04,CATH20,superfamily,3.40.50.150,3,40,50,150,230
1ej6D02,CATH20,superfamily,1.10.287.1520,1,10,287,1520,58
1ej8A00,CATH20,superfamily,2.60.40.200,2,60,40,200,140
1ekjA00,CATH20,superfamily,3.40.1050.10,3,40,1050,10,221
1ekuB02,CATH20,superfamily,1.20.1250.10,1,20,1250,10,137
1el6A01,CATH20,superfamily,1.10.286.30,1,10,286,30,63
1em2A00,CATH20,superfamily,3.30.530.20,3,30,530,20,229
1em9B00,CATH20,superfamily,1.10.375.10,1,10,375,10,154
1encA00,CATH20,superfamily,2.40.50.90,2,40,50,90,149
1eniA00,CATH20,superfamily,1.10.440.10,1,10,440,10,138
1enwA00,CATH20,superfamily,1.10.472.30,1,10,472,30,114
1eo0A00,CATH20,superfamily,1.20.930.10,1,20,930,10,77
1eo1A00,CATH20,superfamily,3.30.420.130,3,30,420,130,124
1ep3B01,CATH20,superfamily,2.40.30.10,2,40,30,10,100
1epaA00,CATH20,superfamily,2.40.128.20,2,40,128,20,164
1eptB00,CATH20,superfamily,2.40.10.10,2,40,10,10,82
1epwA01,CATH20,superfamily,3.90.1240.10,3,90,1240,10,438
1epwA02,CATH20,superfamily,1.20.1120.10,1,20,1120,10,331
1epwA03,CATH20,superfamily,2.60.120.200,2,60,120,200,233
1eq6A00,CATH20,superfamily,3.40.1000.10,3,40,1000,10,189
1eqgA01,CATH20,superfamily,2.10.25.10,2,10,25,10,53
1escA00,CATH20,superfamily,3.40.50.1110,3,40,50,1110,306
1esoA00,CATH20,superfamily,2.60.40.200,2,60,40,200,154
1eswA00,CATH20,superfamily,3.20.20.80,3,20,20,80,500
1esxA01,CATH20,superfamily,1.20.5.4730,1,20,5,4730,86
1et9A02,CATH20,superfamily,2.40.50.110,2,40,50,110,92
1eteA00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,134
1ethA01,CATH20,superfamily,3.40.50.1820,3,40,50,1820,338
1eu1A03,CATH20,superfamily,3.90.55.10,3,90,55,10,87
1euaA00,CATH20,superfamily,3.20.20.70,3,20,20,70,213
1euvA02,CATH20,superfamily,3.30.310.130,3,30,310,130,105
1ev0A00,CATH20,superfamily,3.30.1070.10,3,30,1070,10,58
1ev7B02,CATH20,superfamily,1.10.10.10,1,10,10,10,133
1evlA01,CATH20,superfamily,3.30.930.10,3,30,930,10,289
1evsA00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,187
1evuA01,CATH20,superfamily,2.60.40.10,2,60,40,10,185
1evyA02,CATH20,superfamily,1.10.1040.10,1,10,1040,10,149
1ew4A00,CATH20,superfamily,3.30.920.10,3,30,920,10,106
1ewfA02,CATH20,superfamily,3.15.20.10,3,15,20,10,276
1ewkA01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,307
1ewqA04,CATH20,superfamily,1.10.1420.10,1,10,1420,10,136
1ewrA01,CATH20,superfamily,3.30.420.110,3,30,420,110,129
1ewrA02,CATH20,superfamily,1.10.1420.10,1,10,1420,10,131
1ewwA00,CATH20,superfamily,2.160.10.20,2,160,10,20,90
1ex0A03,CATH20,superfamily,2.60.40.10,2,60,40,10,114
1ex0B02,CATH20,superfamily,3.90.260.10,3,90,260,10,318
1ex4B02,CATH20,superfamily,2.30.30.10,2,30,30,10,59
1ex9A00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,285
1eybA02,CATH20,superfamily,2.60.120.10,2,60,120,10,146
1eysC01,CATH20,superfamily,1.10.468.10,1,10,468,10,135
1eysC02,CATH20,superfamily,1.10.468.10,1,10,468,10,144
1eysH01,CATH20,superfamily,4.10.540.10,4,10,540,10,118
1eysL02,CATH20,superfamily,1.20.85.10,1,20,85,10,100
1eyuA00,CATH20,superfamily,3.40.210.10,3,40,210,10,157
1ez0B01,CATH20,superfamily,3.40.605.10,3,40,605,10,318
1ezfC00,CATH20,superfamily,1.10.600.10,1,10,600,10,340
1ezgA00,CATH20,superfamily,2.160.20.50,2,160,20,50,84
1ezjA01,CATH20,superfamily,1.10.287.320,1,10,287,320,63
1ezjA02,CATH20,superfamily,1.10.287.340,1,10,287,340,52
1ezvC00,CATH20,superfamily,1.20.810.10,1,20,810,10,385
1f00I02,CATH20,superfamily,2.60.40.1080,2,60,40,1080,89
1f02T00,CATH20,superfamily,4.10.820.10,4,10,820,10,66
1f07A00,CATH20,superfamily,3.20.20.30,3,20,20,30,321
1f0iA01,CATH20,superfamily,3.30.870.10,3,30,870,10,216
1f0kA01,CATH20,superfamily,3.40.50.2000,3,40,50,2000,188
1f0lA01,CATH20,superfamily,3.90.175.10,3,90,175,10,187
1f0xA03,CATH20,superfamily,3.30.465.10,3,30,465,10,163
1f1eA00,CATH20,superfamily,1.10.20.10,1,10,20,10,154
1f1jA00,CATH20,superfamily,3.40.50.1460,3,40,50,1460,246
1f1mA00,CATH20,superfamily,1.20.120.240,1,20,120,240,164
1f1sA01,CATH20,superfamily,2.70.98.10,2,70,98,10,275
1f1sA02,CATH20,superfamily,1.50.10.100,1,50,10,100,374
1f1sA03,CATH20,superfamily,2.60.220.10,2,60,220,10,82
1f1xA01,CATH20,superfamily,3.10.180.10,3,10,180,10,138
1f2uB00,CATH20,superfamily,3.40.50.300,3,40,50,300,148
1f32A01,CATH20,superfamily,3.30.1120.50,3,30,1120,50,89
1f36A00,CATH20,superfamily,1.10.10.60,1,10,10,60,98
1f3lA02,CATH20,superfamily,2.70.160.11,2,70,160,11,170
1f3mA00,CATH20,superfamily,3.90.810.10,3,90,810,10,80
1f3vA00,CATH20,superfamily,3.30.70.680,3,30,70,680,179
1f45B00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,178
1f49A05,CATH20,superfamily,2.70.98.10,2,70,98,10,290
1f4sP00,CATH20,superfamily,4.10.240.10,4,10,240,10,65
1f52A01,CATH20,superfamily,3.30.590.10,3,30,590,10,353
1f59A00,CATH20,superfamily,1.25.10.10,1,25,10,10,442
1f5aA01,CATH20,superfamily,3.30.70.590,3,30,70,590,123
1f5mA00,CATH20,superfamily,3.30.450.40,3,30,450,40,180
1f5nA01,CATH20,superfamily,1.20.1000.10,1,20,1000,10,296
1f5qB02,CATH20,superfamily,1.10.472.10,1,10,472,10,143
1f6fA00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,199
1f8vC00,CATH20,superfamily,2.60.120.20,2,60,120,20,311
1f8yA00,CATH20,superfamily,3.40.50.450,3,40,50,450,157
1f9fD00,CATH20,superfamily,3.30.70.330,3,30,70,330,83
1f9nB01,CATH20,superfamily,1.10.10.10,1,10,10,10,60
1f9qD00,CATH20,superfamily,2.40.50.40,2,40,50,40,70
1fakI00,CATH20,superfamily,4.10.410.10,4,10,410,10,55
1fbaA00,CATH20,superfamily,3.20.20.70,3,20,20,70,361
1fbsA00,CATH20,superfamily,1.10.10.10,1,10,10,10,90
1fbtA00,CATH20,superfamily,3.40.50.1240,3,40,50,1240,190
1fbwA01,CATH20,superfamily,1.50.10.10,1,50,10,10,425
1fc3B00,CATH20,superfamily,1.10.10.10,1,10,10,10,120
1fcdA03,CATH20,superfamily,3.90.760.10,3,90,760,10,74
1fcqA00,CATH20,superfamily,3.20.20.70,3,20,20,70,330
1feuA01,CATH20,superfamily,2.40.240.10,2,40,240,10,91
1fewA00,CATH20,superfamily,1.20.58.70,1,20,58,70,184
1ff2A00,CATH20,superfamily,3.30.70.20,3,30,70,20,106
1ff3A00,CATH20,superfamily,3.30.1060.10,3,30,1060,10,211
1ff9A02,CATH20,superfamily,3.30.360.10,3,30,360,10,178
1ff9A03,CATH20,superfamily,1.10.1870.10,1,10,1870,10,100
1ffsB00,CATH20,superfamily,3.30.70.400,3,30,70,400,68
1fftB01,CATH20,superfamily,1.10.287.90,1,10,287,90,87
1ffvB02,CATH20,superfamily,3.30.365.10,3,30,365,10,145
1ffvB03,CATH20,superfamily,3.30.365.10,3,30,365,10,166
1ffvC03,CATH20,superfamily,3.30.465.10,3,30,465,10,114
1ffyA03,CATH20,superfamily,1.10.730.20,1,10,730,20,285
1fgjA01,CATH20,superfamily,1.10.780.10,1,10,780,10,240
1fgmA05,CATH20,superfamily,1.20.245.10,1,20,245,10,347
1fgsA01,CATH20,superfamily,3.40.1190.10,3,40,1190,10,298
1fgxA00,CATH20,superfamily,3.90.550.10,3,90,550,10,272
1fhoA00,CATH20,superfamily,2.30.29.30,2,30,29,30,119
1fi2A00,CATH20,superfamily,2.60.120.10,2,60,120,10,201
1fi4A01,CATH20,superfamily,3.30.230.10,3,30,230,10,196
1fi8C00,CATH20,superfamily,2.60.40.550,2,60,40,550,84
1fi8D00,CATH20,superfamily,4.10.1230.10,4,10,1230,10,58
1ficB01,CATH20,superfamily,3.90.215.10,3,90,215,10,164
1fimA00,CATH20,superfamily,3.30.429.10,3,30,429,10,114
1fiuA00,CATH20,superfamily,3.40.50.10010,3,40,50,10010,286
1fjhA00,CATH20,superfamily,3.40.50.720,3,40,50,720,257
1fjkA00,CATH20,superfamily,1.20.5.290,1,20,5,290,52
1fjrA02,CATH20,superfamily,2.170.180.11,2,170,180,11,132
1fkaD01,CATH20,superfamily,1.10.1050.10,1,10,1050,10,67
1fl0A00,CATH20,superfamily,2.40.50.140,2,40,50,140,171
1fleI00,CATH20,superfamily,4.10.75.10,4,10,75,10,57
1fliA00,CATH20,superfamily,1.10.10.10,1,10,10,10,98
1flnA00,CATH20,superfamily,3.40.50.360,3,40,50,360,138
1floA01,CATH20,superfamily,3.30.300.80,3,30,300,80,105
1fm2B02,CATH20,superfamily,1.10.1400.10,1,10,1400,10,181
1fm2B03,CATH20,superfamily,2.30.120.10,2,30,120,10,66
1fmjA00,CATH20,superfamily,3.40.50.300,3,40,50,300,351
1fmtB01,CATH20,superfamily,3.40.50.170,3,40,50,170,208
1fn9A01,CATH20,superfamily,3.90.1630.10,3,90,1630,10,140
1fn9A02,CATH20,superfamily,3.90.1320.10,3,90,1320,10,225
1fnjA00,CATH20,superfamily,3.30.1330.40,3,30,1330,40,127
1fnmA04,CATH20,superfamily,3.30.230.10,3,30,230,10,119
1fnnA01,CATH20,superfamily,1.10.8.60,1,10,8,60,102
1fnnB03,CATH20,superfamily,1.10.10.10,1,10,10,10,112
1fnoA02,CATH20,superfamily,3.30.70.360,3,30,70,360,110
1foaA01,CATH20,superfamily,3.90.550.10,3,90,550,10,219
1fobA00,CATH20,superfamily,3.20.20.80,3,20,20,80,334
1fod100,CATH20,superfamily,2.60.120.20,2,60,120,20,213
1fohA01,CATH20,superfamily,3.50.50.60,3,50,50,60,253
1fohA03,CATH20,superfamily,3.40.30.20,3,40,30,20,209
1fokA02,CATH20,superfamily,1.10.10.10,1,10,10,10,87
1fotA02,CATH20,superfamily,3.30.200.20,3,30,200,20,125
1fouA02,CATH20,superfamily,2.40.500.10,2,40,500,10,132
1fp1D01,CATH20,superfamily,1.10.10.10,1,10,10,10,105
1fp3A00,CATH20,superfamily,1.50.10.10,1,50,10,10,402
1fpoA01,CATH20,superfamily,1.10.287.110,1,10,287,110,79
1fpwA01,CATH20,superfamily,1.10.238.10,1,10,238,10,89
1fpzC00,CATH20,superfamily,3.90.190.10,3,90,190,10,190
1fqjB02,CATH20,superfamily,1.10.167.10,1,10,167,10,79
1fr3A00,CATH20,superfamily,2.40.50.100,2,40,50,100,67
1frfS01,CATH20,superfamily,3.40.50.700,3,40,50,700,178
1fs0E01,CATH20,superfamily,2.60.15.10,2,60,15,10,88
1fs0G02,CATH20,superfamily,1.10.287.80,1,10,287,80,89
1fs5A00,CATH20,superfamily,3.40.50.1360,3,40,50,1360,266
1fsuA02,CATH20,superfamily,3.30.1120.10,3,30,1120,10,121
1ft5A00,CATH20,superfamily,1.10.1130.10,1,10,1130,10,211
1ft8E00,CATH20,superfamily,3.30.70.330,3,30,70,330,57
1fu1A01,CATH20,superfamily,2.170.210.10,2,170,210,10,118
1fu1A02,CATH20,superfamily,1.20.5.370,1,20,5,370,60
1fuiA02,CATH20,superfamily,3.40.275.10,3,40,275,10,165
1fuiA03,CATH20,superfamily,3.20.14.10,3,20,14,10,251
1fv1B01,CATH20,superfamily,3.10.320.10,3,10,320,10,92
1fviA01,CATH20,superfamily,3.30.1490.70,3,30,1490,70,79
1fw3A00,CATH20,superfamily,2.40.230.10,2,40,230,10,257
1fw8A01,CATH20,superfamily,3.40.50.1260,3,40,50,1260,226
1fw8A02,CATH20,superfamily,3.40.50.1260,3,40,50,1260,190
1fwxA01,CATH20,superfamily,2.130.10.10,2,130,10,10,467
1fx7B03,CATH20,superfamily,2.30.30.90,2,30,30,90,80
1fxdA00,CATH20,superfamily,3.30.70.20,3,30,70,20,58
1fxkA00,CATH20,superfamily,1.10.287.370,1,10,287,370,107
1fy2A00,CATH20,superfamily,3.40.50.880,3,40,50,880,229
1fzcB03,CATH20,superfamily,1.20.5.50,1,20,5,50,51
1fzcC03,CATH20,superfamily,1.20.5.50,1,20,5,50,56
1g0hA02,CATH20,superfamily,3.40.190.80,3,40,190,80,115
1g0uE00,CATH20,superfamily,3.60.20.10,3,60,20,10,234
1g13A00,CATH20,superfamily,2.70.220.10,2,70,220,10,162
1g1xB00,CATH20,superfamily,1.10.287.10,1,10,287,10,88
1g2rA00,CATH20,superfamily,3.30.1230.10,3,30,1230,10,100
1g3jB00,CATH20,superfamily,4.10.900.10,4,10,900,10,61
1g3nC01,CATH20,superfamily,1.10.472.10,1,10,472,10,144
1g3pA01,CATH20,superfamily,2.30.27.10,2,30,27,10,113
1g4dA00,CATH20,superfamily,1.10.10.10,1,10,10,10,69
1g4wR02,CATH20,superfamily,3.90.190.10,3,90,190,10,225
1g55A01,CATH20,superfamily,3.90.120.10,3,90,120,10,144
1g61A00,CATH20,superfamily,3.75.10.10,3,75,10,10,228
1g63B00,CATH20,superfamily,3.40.50.1950,3,40,50,1950,181
1g6eA00,CATH20,superfamily,2.60.20.30,2,60,20,30,87
1g71A02,CATH20,superfamily,1.10.8.160,1,10,8,160,108
1g7vA00,CATH20,superfamily,3.20.20.70,3,20,20,70,284
1g87A02,CATH20,superfamily,2.60.40.710,2,60,40,710,160
1g8jB00,CATH20,superfamily,2.102.10.10,2,102,10,10,133
1g8kA03,CATH20,superfamily,3.40.228.10,3,40,228,10,247
1g8kA04,CATH20,superfamily,2.40.40.20,2,40,40,20,135
1g8lA02,CATH20,superfamily,3.90.105.10,3,90,105,10,57
1g8pA02,CATH20,superfamily,1.10.8.80,1,10,8,80,90
1g8qA00,CATH20,superfamily,1.10.1450.10,1,10,1450,10,90
1g8xA06,CATH20,superfamily,1.20.58.60,1,20,58,60,319
1g9gA02,CATH20,superfamily,2.170.160.10,2,170,160,10,136
1g9mG00,CATH20,superfamily,2.170.40.20,2,170,40,20,321
1gadO02,CATH20,superfamily,3.30.360.10,3,30,360,10,166
1gaiA00,CATH20,superfamily,1.50.10.10,1,50,10,10,472
1gakA00,CATH20,superfamily,1.20.150.10,1,20,150,10,141
1gaxA01,CATH20,superfamily,3.40.50.620,3,40,50,620,338
1gaxA04,CATH20,superfamily,3.30.1170.10,3,30,1170,10,50
1gaxA05,CATH20,superfamily,1.10.287.380,1,10,287,380,73
1gc5A01,CATH20,superfamily,3.40.1190.20,3,40,1190,20,360
1gcuA01,CATH20,superfamily,3.40.50.720,3,40,50,720,144
1gcyA02,CATH20,superfamily,2.60.40.1180,2,60,40,1180,56
1gd2F00,CATH20,superfamily,1.20.5.170,1,20,5,170,70
1gd7A00,CATH20,superfamily,2.40.50.140,2,40,50,140,109
1geyA02,CATH20,superfamily,3.90.1150.10,3,90,1150,10,132
1ggpA02,CATH20,superfamily,4.10.470.10,4,10,470,10,85
1gh6A01,CATH20,superfamily,1.10.287.110,1,10,287,110,101
1gh9A00,CATH20,superfamily,3.90.820.10,3,90,820,10,71
1gheA00,CATH20,superfamily,3.40.630.30,3,40,630,30,177
1ghhA00,CATH20,superfamily,3.30.910.10,3,30,910,10,81
1ghqB01,CATH20,superfamily,2.10.70.10,2,10,70,10,65
1ghsA00,CATH20,superfamily,3.20.20.80,3,20,20,80,306
1gikA01,CATH20,superfamily,3.40.420.10,3,40,420,10,177
1gjwA02,CATH20,superfamily,2.60.40.1180,2,60,40,1180,69
1gjzA00,CATH20,superfamily,3.10.20.90,3,10,20,90,53
1gk9B03,CATH20,superfamily,1.10.1400.10,1,10,1400,10,161
1gklA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,297
1gknA01,CATH20,superfamily,2.10.70.10,2,10,70,10,67
1gkuB01,CATH20,superfamily,2.20.20.30,2,20,20,30,58
1gkuB04,CATH20,superfamily,3.30.56.120,3,30,56,120,73
1gkuB05,CATH20,superfamily,3.40.50.140,3,40,50,140,121
1gl9B01,CATH20,superfamily,2.20.20.30,2,20,20,30,73
1glvA02,CATH20,superfamily,3.30.470.20,3,30,470,20,108
1gm5A01,CATH20,superfamily,1.20.120.630,1,20,120,630,101
1gm5A04,CATH20,superfamily,3.40.50.300,3,40,50,300,204
1gmeA00,CATH20,superfamily,2.60.40.790,2,60,40,790,151
1gmjD00,CATH20,superfamily,1.20.5.500,1,20,5,500,62
1gmnB01,CATH20,superfamily,3.50.4.10,3,50,4,10,66
1gmuA02,CATH20,superfamily,2.60.260.20,2,60,260,20,71
1gmvA01,CATH20,superfamily,3.30.70.790,3,30,70,790,72
1gnlA01,CATH20,superfamily,1.20.1270.20,1,20,1270,20,139
1gnlA03,CATH20,superfamily,3.40.50.2030,3,40,50,2030,151
1gntA02,CATH20,superfamily,1.20.1270.20,1,20,1270,20,84
1goiA02,CATH20,superfamily,3.10.50.10,3,10,50,10,90
1gp1A00,CATH20,superfamily,3.40.30.10,3,40,30,10,198
1gpcA00,CATH20,superfamily,3.90.198.10,3,90,198,10,218
1gpmA02,CATH20,superfamily,3.40.50.620,3,40,50,620,194
1gpqB00,CATH20,superfamily,3.40.1420.10,3,40,1420,10,135
1gprA00,CATH20,superfamily,2.70.70.10,2,70,70,10,162
1gq2A01,CATH20,superfamily,3.40.50.10380,3,40,50,10380,255
1gq2A02,CATH20,superfamily,3.40.50.720,3,40,50,720,300
1gq8A00,CATH20,superfamily,2.160.20.10,2,160,20,10,319
1gqgC02,CATH20,superfamily,2.60.120.10,2,60,120,10,200
1gqhC01,CATH20,superfamily,2.60.120.10,2,60,120,10,149
1gqiA02,CATH20,superfamily,3.20.20.80,3,20,20,80,320
1gqnA00,CATH20,superfamily,3.20.20.70,3,20,20,70,252
1gr0A01,CATH20,superfamily,3.40.50.720,3,40,50,720,256
1gr0A02,CATH20,superfamily,3.30.360.10,3,30,360,10,110
1grjA01,CATH20,superfamily,1.10.287.180,1,10,287,180,75
1grlA03,CATH20,superfamily,3.50.7.10,3,50,7,10,181
1grwA00,CATH20,superfamily,2.60.40.10,2,60,40,10,126
1gs3A00,CATH20,superfamily,3.10.450.50,3,10,450,50,131
1gsaA01,CATH20,superfamily,3.40.50.20,3,40,50,20,130
1gsaA03,CATH20,superfamily,3.30.1490.20,3,30,1490,20,65
1gt7A00,CATH20,superfamily,3.40.225.10,3,40,225,10,274
1gteA01,CATH20,superfamily,3.30.70.20,3,30,70,20,118
1gteA02,CATH20,superfamily,1.10.1060.10,1,10,1060,10,157
1gteA04,CATH20,superfamily,3.50.50.60,3,50,50,60,153
1gteB05,CATH20,superfamily,3.20.20.70,3,20,20,70,312
1gttA01,CATH20,superfamily,3.90.850.10,3,90,850,10,211
1gtxA02,CATH20,superfamily,3.40.640.10,3,40,640,10,295
1gu2A00,CATH20,superfamily,1.10.760.10,1,10,760,10,124
1gu3A00,CATH20,superfamily,2.60.120.260,2,60,120,260,149
1gu9C00,CATH20,superfamily,1.20.1290.10,1,20,1290,10,177
1guxB00,CATH20,superfamily,1.10.472.10,1,10,472,10,152
1gvnD00,CATH20,superfamily,3.40.50.300,3,40,50,300,287
1gwyA00,CATH20,superfamily,2.60.270.20,2,60,270,20,175
1gx1A00,CATH20,superfamily,3.30.1330.50,3,30,1330,50,160
1gxeA00,CATH20,superfamily,2.60.40.10,2,60,40,10,139
1gxmB00,CATH20,superfamily,1.50.10.20,1,50,10,20,332
1gxyA00,CATH20,superfamily,3.90.176.10,3,90,176,10,226
1gy7B00,CATH20,superfamily,3.10.450.50,3,10,450,50,125
1gyrA01,CATH20,superfamily,3.90.180.10,3,90,180,10,179
1gytL01,CATH20,superfamily,3.40.220.10,3,40,220,10,180
1gytL02,CATH20,superfamily,3.40.630.10,3,40,630,10,318
1gz1A00,CATH20,superfamily,3.20.20.40,3,20,20,40,362
1gzeA00,CATH20,superfamily,3.90.176.10,3,90,176,10,211
1gzhA00,CATH20,superfamily,2.60.40.720,2,60,40,720,198
1gzhB01,CATH20,superfamily,3.40.50.10190,3,40,50,10190,127
1gzhD02,CATH20,superfamily,3.40.50.10190,3,40,50,10190,119
1h09A01,CATH20,superfamily,3.20.20.80,3,20,20,80,187
