id,dataset,label_type,sccs,class,fold,superfamily,family,length
d1aoya_,SCOPe-ALL,family,a.4.5.3,a,a.4,a.4.5,a.4.5.3,78
d3e5ua1,SCOPe-ALL,family,a.4.5.4,a,a.4,a.4.5,a.4.5.4,80
d1ft9a1,SCOPe-ALL,family,a.4.5.4,a,a.4,a.4.5,a.4.5.4,80
d1zyba1,SCOPe-ALL,family,a.4.5.4,a,a.4,a.4.5,a.4.5.4,73
d2gaua1,SCOPe-ALL,family,a.4.5.4,a,a.4,a.4.5,a.4.5.4,81
d2coha4,SCOPe-ALL,family,a.4.5.4,a,a.4,a.4.5,a.4.5.4,82
d2bgca1,SCOPe-ALL,family,a.4.5.4,a,a.4,a.4.5,a.4.5.4,100
d1u2wa1,SCOPe-ALL,family,a.4.5.5,a,a.4,a.4.5,a.4.5.5,108
d1r1ua_,SCOPe-ALL,family,a.4.5.5,a,a.4,a.4.5,a.4.5.5,94
d1y0ua1,SCOPe-ALL,family,a.4.5.5,a,a.4,a.4.5,a.4.5.5,87
d1r1ta_,SCOPe-ALL,family,a.4.5.5,a,a.4,a.4.5,a.4.5.5,98
d1hw1a1,SCOPe-ALL,family,a.4.5.6,a,a.4,a.4.5,a.4.5.6,74
d2hs5a1,SCOPe-ALL,family,a.4.5.6,a,a.4,a.4.5,a.4.5.6,69
d3bwga1,SCOPe-ALL,family,a.4.5.6,a,a.4,a.4.5,a.4.5.6,78
d1v4ra1,SCOPe-ALL,family,a.4.5.6,a,a.4,a.4.5,a.4.5.6,100
d1bm9a_,SCOPe-ALL,family,a.4.5.7,a,a.4,a.4.5,a.4.5.7,120
d1b9ma1,SCOPe-ALL,family,a.4.5.8,a,a.4,a.4.5,a.4.5.8,127
d1bjaa_,SCOPe-ALL,family,a.4.5.9,a,a.4,a.4.5,a.4.5.9,95
d1repc1,SCOPe-ALL,family,a.4.5.10,a,a.4,a.4.5,a.4.5.10,129
d1repc2,SCOPe-ALL,family,a.4.5.10,a,a.4,a.4.5,a.4.5.10,103
d2nrac1,SCOPe-ALL,family,a.4.5.10,a,a.4,a.4.5,a.4.5.10,143
d2nrac2,SCOPe-ALL,family,a.4.5.10,a,a.4,a.4.5,a.4.5.10,117
d1hkqa_,SCOPe-ALL,family,a.4.5.10,a,a.4,a.4.5,a.4.5.10,125
d1fnna1,SCOPe-ALL,family,a.4.5.11,a,a.4,a.4.5,a.4.5.11,112
d1w5sa1,SCOPe-ALL,family,a.4.5.11,a,a.4,a.4.5,a.4.5.11,110
d1in4a1,SCOPe-ALL,family,a.4.5.11,a,a.4,a.4.5,a.4.5.11,75
d2fnaa1,SCOPe-ALL,family,a.4.5.11,a,a.4,a.4.5,a.4.5.11,73
d2foka1,SCOPe-ALL,family,a.4.5.12,a,a.4,a.4.5,a.4.5.12,139
d2foka2,SCOPe-ALL,family,a.4.5.12,a,a.4,a.4.5,a.4.5.12,143
d2foka3,SCOPe-ALL,family,a.4.5.12,a,a.4,a.4.5,a.4.5.12,100
d1ussa_,SCOPe-ALL,family,a.4.5.13,a,a.4,a.4.5,a.4.5.13,88
d3l2ca_,SCOPe-ALL,family,a.4.5.14,a,a.4,a.4.5,a.4.5.14,85
d2a07f1,SCOPe-ALL,family,a.4.5.14,a,a.4,a.4.5,a.4.5.14,82
d1vtnc1,SCOPe-ALL,family,a.4.5.14,a,a.4,a.4.5,a.4.5.14,101
d2bbya_,SCOPe-ALL,family,a.4.5.15,a,a.4,a.4.5,a.4.5.15,69
d4ou0a_,SCOPe-ALL,family,a.4.5.16,a,a.4,a.4.5,a.4.5.16,66
d1cf7b_,SCOPe-ALL,family,a.4.5.17,a,a.4,a.4.5,a.4.5.17,82
d1cf7a_,SCOPe-ALL,family,a.4.5.17,a,a.4,a.4.5,a.4.5.17,67
d1d8ka_,SCOPe-ALL,family,a.4.5.18,a,a.4,a.4.5,a.4.5.18,81
d1sfua_,SCOPe-ALL,family,a.4.5.19,a,a.4,a.4.5,a.4.5.19,70
d1oyia_,SCOPe-ALL,family,a.4.5.19,a,a.4,a.4.5,a.4.5.19,62
d1xmka1,SCOPe-ALL,family,a.4.5.19,a,a.4,a.4.5,a.4.5.19,73
d1qbja_,SCOPe-ALL,family,a.4.5.19,a,a.4,a.4.5,a.4.5.19,65
d2heoa_,SCOPe-ALL,family,a.4.5.19,a,a.4,a.4.5,a.4.5.19,59
d1dp7p_,SCOPe-ALL,family,a.4.5.20,a,a.4,a.4.5,a.4.5.20,76
d1ka8a_,SCOPe-ALL,family,a.4.5.20,a,a.4,a.4.5,a.4.5.20,100
d1puee_,SCOPe-ALL,family,a.4.5.21,a,a.4,a.4.5,a.4.5.21,88
d3jtga_,SCOPe-ALL,family,a.4.5.21,a,a.4,a.4.5,a.4.5.21,95
d6j6va_,SCOPe-ALL,family,a.4.5.22,a,a.4,a.4.5,a.4.5.22,103
d2dtra1,SCOPe-ALL,family,a.4.5.24,a,a.4,a.4.5,a.4.5.24,61
d1on2a1,SCOPe-ALL,family,a.4.5.24,a,a.4,a.4.5,a.4.5.24,61
d1qzya1,SCOPe-ALL,family,a.4.5.25,a,a.4,a.4.5,a.4.5.25,74
d1xgsa1,SCOPe-ALL,family,a.4.5.25,a,a.4,a.4.5,a.4.5.25,77
d1t0fa1,SCOPe-ALL,family,a.4.5.27,a,a.4,a.4.5,a.4.5.27,100
d1ub9a_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,100
d3mexa_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,142
d1jgsa_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,138
d1z91a1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,137
d2frha2,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,123
d2hr3a1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,145
d2fbia1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,136
d2fxaa1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,162
d2etha1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,140
d1s3ja_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,143
d1hsja1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,115
d1p4xa1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,125
d1p4xa2,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,125
d3ctaa1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,85
d2bv6a1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,135
d3broa1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,135
d2fbha1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,137
d1lj9a_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,144
d2a61a1,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,139
d5dd8a_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,172
d4aiha_,SCOPe-ALL,family,a.4.5.28,a,a.4,a.4.5,a.4.5.28,142
d5eeha1,SCOPe-ALL,family,a.4.5.29,a,a.4,a.4.5,a.4.5.29,89
d1fp2a1,SCOPe-ALL,family,a.4.5.29,a,a.4,a.4.5,a.4.5.29,101
d1i27a1,SCOPe-ALL,family,a.4.5.30,a,a.4,a.4.5,a.4.5.30,69
d2csoa1,SCOPe-ALL,family,a.4.5.31,a,a.4,a.4.5,a.4.5.31,114
d1v3fa1,SCOPe-ALL,family,a.4.5.31,a,a.4,a.4.5,a.4.5.31,107
d1o7fa1,SCOPe-ALL,family,a.4.5.31,a,a.4,a.4.5,a.4.5.31,142
d5suza1,SCOPe-ALL,family,a.4.5.31,a,a.4,a.4.5,a.4.5.31,94
d2cg4a1,SCOPe-ALL,family,a.4.5.32,a,a.4,a.4.5,a.4.5.32,63
d2cfxa1,SCOPe-ALL,family,a.4.5.32,a,a.4,a.4.5,a.4.5.32,63
d1jmrb3,SCOPe-ALL,family,a.4.5.33,a,a.4,a.4.5,a.4.5.33,75
d1ldda_,SCOPe-ALL,family,a.4.5.34,a,a.4,a.4.5,a.4.5.34,74
d1ldja1,SCOPe-ALL,family,a.4.5.34,a,a.4,a.4.5,a.4.5.34,90
d1lvaa3,SCOPe-ALL,family,a.4.5.35,a,a.4,a.4.5,a.4.5.35,64
d1lvaa4,SCOPe-ALL,family,a.4.5.35,a,a.4,a.4.5,a.4.5.35,60
d2v9va1,SCOPe-ALL,family,a.4.5.35,a,a.4,a.4.5,a.4.5.35,61
d2v9va2,SCOPe-ALL,family,a.4.5.35,a,a.4,a.4.5,a.4.5.35,74
d1ku9a_,SCOPe-ALL,family,a.4.5.36,a,a.4,a.4.5,a.4.5.36,151
d1ixca1,SCOPe-ALL,family,a.4.5.37,a,a.4,a.4.5,a.4.5.37,89
d2esna1,SCOPe-ALL,family,a.4.5.37,a,a.4,a.4.5,a.4.5.37,89
d2dt5a1,SCOPe-ALL,family,a.4.5.38,a,a.4,a.4.5,a.4.5.38,76
d2g9wa1,SCOPe-ALL,family,a.4.5.39,a,a.4,a.4.5,a.4.5.39,122
d1p6ra_,SCOPe-ALL,family,a.4.5.39,a,a.4,a.4.5,a.4.5.39,82
d1sd4a_,SCOPe-ALL,family,a.4.5.39,a,a.4,a.4.5,a.4.5.39,122
d1p41a1,SCOPe-ALL,family,a.4.5.40,a,a.4,a.4.5,a.4.5.40,73
d1q1ha_,SCOPe-ALL,family,a.4.5.41,a,a.4,a.4.5,a.4.5.41,88
d1oywa1,SCOPe-ALL,family,a.4.5.43,a,a.4,a.4.5,a.4.5.43,110
d2p6ra1,SCOPe-ALL,family,a.4.5.43,a,a.4,a.4.5,a.4.5.43,85
d2axla1,SCOPe-ALL,family,a.4.5.43,a,a.4,a.4.5,a.4.5.43,144
d1pp7u_,SCOPe-ALL,family,a.4.5.44,a,a.4,a.4.5,a.4.5.44,114
d1ucra_,SCOPe-ALL,family,a.4.5.45,a,a.4,a.4.5,a.4.5.45,74
d2cqka1,SCOPe-ALL,family,a.4.5.46,a,a.4,a.4.5,a.4.5.46,88
d1zh5a1,SCOPe-ALL,family,a.4.5.46,a,a.4,a.4.5,a.4.5.46,99
d1s29a1,SCOPe-ALL,family,a.4.5.46,a,a.4,a.4.5,a.4.5.46,89
d4lcta2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,25
d1ufma1,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,71
d3chma2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,77
d1rz4a1,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,85
d1wi9a1,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,59
d4cr2t2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,94
d4cr2s2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,96
d4cr2p2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,117
d3txna2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,68
d4cr2r2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,98
d4cr2o2,SCOPe-ALL,family,a.4.5.47,a,a.4,a.4.5,a.4.5.47,110
d1tbxa1,SCOPe-ALL,family,a.4.5.48,a,a.4,a.4.5,a.4.5.48,91
d2co5a1,SCOPe-ALL,family,a.4.5.48,a,a.4,a.4.5,a.4.5.48,89
d2pg4a1,SCOPe-ALL,family,a.4.5.48,a,a.4,a.4.5,a.4.5.48,92
d1r7ja_,SCOPe-ALL,family,a.4.5.49,a,a.4,a.4.5,a.4.5.49,90
d1sfxa1,SCOPe-ALL,family,a.4.5.50,a,a.4,a.4.5,a.4.5.50,106
d2d1ha1,SCOPe-ALL,family,a.4.5.50,a,a.4,a.4.5,a.4.5.50,109
d1stza1,SCOPe-ALL,family,a.4.5.51,a,a.4,a.4.5,a.4.5.51,87
d1wlqc_,SCOPe-ALL,family,a.4.5.52,a,a.4,a.4.5,a.4.5.52,187
d1xb4a1,SCOPe-ALL,family,a.4.5.54,a,a.4,a.4.5,a.4.5.54,125
d1xb4a2,SCOPe-ALL,family,a.4.5.54,a,a.4,a.4.5,a.4.5.54,76
d1u5tb1,SCOPe-ALL,family,a.4.5.54,a,a.4,a.4.5,a.4.5.54,94
d1u5tb2,SCOPe-ALL,family,a.4.5.54,a,a.4,a.4.5,a.4.5.54,75
d1u5ta1,SCOPe-ALL,family,a.4.5.54,a,a.4,a.4.5,a.4.5.54,145
d1u5ta2,SCOPe-ALL,family,a.4.5.54,a,a.4,a.4.5,a.4.5.54,68
d1xd7a_,SCOPe-ALL,family,a.4.5.55,a,a.4,a.4.5,a.4.5.55,127
d1tqia1,SCOPe-ALL,family,a.4.5.56,a,a.4,a.4.5,a.4.5.56,90
d1ulya_,SCOPe-ALL,family,a.4.5.58,a,a.4,a.4.5,a.4.5.58,190
d1wj5a1,SCOPe-ALL,family,a.4.5.59,a,a.4,a.4.5,a.4.5.59,107
d1t6sa1,SCOPe-ALL,family,a.4.5.60,a,a.4,a.4.5,a.4.5.60,85
d1t6sa2,SCOPe-ALL,family,a.4.5.60,a,a.4,a.4.5,a.4.5.60,77
d1yg2a_,SCOPe-ALL,family,a.4.5.61,a,a.4,a.4.5,a.4.5.61,178
d2esha1,SCOPe-ALL,family,a.4.5.61,a,a.4,a.4.5,a.4.5.61,114
d4awxb1,SCOPe-ALL,family,a.4.5.62,a,a.4,a.4.5,a.4.5.62,79
d2hoea1,SCOPe-ALL,family,a.4.5.63,a,a.4,a.4.5,a.4.5.63,62
d1z05a1,SCOPe-ALL,family,a.4.5.63,a,a.4,a.4.5,a.4.5.63,71
d1xnpa_,SCOPe-ALL,family,a.4.5.64,a,a.4,a.4.5,a.4.5.64,194
d1t98a1,SCOPe-ALL,family,a.4.5.65,a,a.4,a.4.5,a.4.5.65,111
d2b0la1,SCOPe-ALL,family,a.4.5.66,a,a.4,a.4.5,a.4.5.66,91
d2ve8a_,SCOPe-ALL,family,a.4.5.67,a,a.4,a.4.5,a.4.5.67,67
d5deqa2,SCOPe-ALL,family,a.4.5.68,a,a.4,a.4.5,a.4.5.68,69
d2fmla1,SCOPe-ALL,family,a.4.5.68,a,a.4,a.4.5,a.4.5.68,64
d1z7ua1,SCOPe-ALL,family,a.4.5.69,a,a.4,a.4.5,a.4.5.69,108
d2f2ea1,SCOPe-ALL,family,a.4.5.69,a,a.4,a.4.5,a.4.5.69,142
d2fswa1,SCOPe-ALL,family,a.4.5.69,a,a.4,a.4.5,a.4.5.69,102
d1yyva1,SCOPe-ALL,family,a.4.5.69,a,a.4,a.4.5,a.4.5.69,114
d2od5a1,SCOPe-ALL,family,a.4.5.70,a,a.4,a.4.5,a.4.5.70,91
d2obpa1,SCOPe-ALL,family,a.4.5.71,a,a.4,a.4.5,a.4.5.71,81
d2p8ta1,SCOPe-ALL,family,a.4.5.72,a,a.4,a.4.5,a.4.5.72,69
d2htja1,SCOPe-ALL,family,a.4.5.73,a,a.4,a.4.5,a.4.5.73,73
d2ipqx1,SCOPe-ALL,family,a.4.5.74,a,a.4,a.4.5,a.4.5.74,133
d3bz6a1,SCOPe-ALL,family,a.4.5.75,a,a.4,a.4.5,a.4.5.75,84
d3bz6a2,SCOPe-ALL,family,a.4.5.75,a,a.4,a.4.5,a.4.5.75,84
d2ns0a1,SCOPe-ALL,family,a.4.5.76,a,a.4,a.4.5,a.4.5.76,85
d2hgca1,SCOPe-ALL,family,a.4.5.77,a,a.4,a.4.5,a.4.5.77,78
d2cmxa_,SCOPe-ALL,family,a.4.5.78,a,a.4,a.4.5,a.4.5.78,70
d3f0pa1,SCOPe-ALL,family,a.4.5.79,a,a.4,a.4.5,a.4.5.79,80
d2a5yb1,SCOPe-ALL,family,a.4.5.80,a,a.4,a.4.5,a.4.5.80,158
d2doaa1,SCOPe-ALL,family,a.4.5.81,a,a.4,a.4.5,a.4.5.81,93
d2gmga1,SCOPe-ALL,family,a.4.5.82,a,a.4,a.4.5,a.4.5.82,96
d1zela1,SCOPe-ALL,family,a.4.5.83,a,a.4,a.4.5,a.4.5.83,82
d2v7fa1,SCOPe-ALL,family,a.4.5.84,a,a.4,a.4.5,a.4.5.84,149
d2dk5a1,SCOPe-ALL,family,a.4.5.85,a,a.4,a.4.5,a.4.5.85,78
d2dk8a1,SCOPe-ALL,family,a.4.5.85,a,a.4,a.4.5,a.4.5.85,68
d3nfia2,SCOPe-ALL,family,a.4.5.86,a,a.4,a.4.5,a.4.5.86,83
d3nfia1,SCOPe-ALL,family,a.4.5.86,a,a.4,a.4.5,a.4.5.86,136
d2zkza_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,86
d4esfa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,103
d3bjaa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,138
d7cv2a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,64
d2fe3a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,141
d4a5na_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,104
d5hs7a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,101
d5x14a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,182
d5h20a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,103
d2xaua3,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,66
d6qpqb_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,81
d6pcoa_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,139
d3pfia2,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,74
d6dk4a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,135
d6d57a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,147
d2fmya2,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,81
d3jw4a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,137
d3r6sa2,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,80
d4q48a3,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,105
d4ejoa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,111
d5u8ja2,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,87
d3kcca2,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,69
d4mtdb_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,150
d6i73a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,106
d5nbca_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,131
d2xiga_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,148
d4co8a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,97
d6td4a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,112
d7k5yu_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,75
d3cuqa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,142
d3cuqa2,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,77
d7k63u_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,76
d5ocna_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,95
d2rqpa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,85
d3k69a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,155
d6fuua_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,104
d5nl9a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,145
d4e70a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,112
d4raya1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,134
d3bpva_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,137
d3qu3a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,122
d2md5a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,98
d3gw2a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,93
d2lkpa_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,119
d6jmia_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,100
d2jsca_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,96
d2p5va1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,63
d6i6mb1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,112
d5eria1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,147
d5dyma_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,97
d4gcva_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,146
d6o8la_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,92
d3cjna_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,148
d3e6ma_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,149
d6h24a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,131
d5ffxa_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,138
d4hqma_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,99
d4gxoa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,135
d4hbla1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,145
d3keoa1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,76
d3l7wa_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,106
d4lmya_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,149
d4g9ya_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,136
d3eyya_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,133
d3mwma_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,127
d4hw0a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,98
d2pn6a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,60
d5icea1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,102
d3elka_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,106
d3df8a1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,106
d3k2za1,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,69
d4k2ea_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,95
d2w57a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,131
d7dh8a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,146
d2fa5a_,SCOPe-ALL,family,a.4.5.0,a,a.4,a.4.5,a.4.5.0,148
d1opca_,SCOPe-ALL,family,a.4.6.1,a,a.4,a.4.6,a.4.6.1,99
d1gxqa_,SCOPe-ALL,family,a.4.6.1,a,a.4,a.4.6,a.4.6.1,105
d1kgsa1,SCOPe-ALL,family,a.4.6.1,a,a.4,a.4.6,a.4.6.1,102
d2ff4a1,SCOPe-ALL,family,a.4.6.1,a,a.4,a.4.6,a.4.6.1,95
d1p2fa1,SCOPe-ALL,family,a.4.6.1,a,a.4,a.4.6,a.4.6.1,97
d1ys6a1,SCOPe-ALL,family,a.4.6.1,a,a.4,a.4.6,a.4.6.1,106
d1fsea_,SCOPe-ALL,family,a.4.6.2,a,a.4,a.4.6,a.4.6.2,67
d1a04a1,SCOPe-ALL,family,a.4.6.2,a,a.4,a.4.6,a.4.6.2,67
d1l3la1,SCOPe-ALL,family,a.4.6.2,a,a.4,a.4.6,a.4.6.2,65
d1yioa1,SCOPe-ALL,family,a.4.6.2,a,a.4,a.4.6,a.4.6.2,70
d1p4wa_,SCOPe-ALL,family,a.4.6.2,a,a.4,a.4.6,a.4.6.2,87
d1fc3a_,SCOPe-ALL,family,a.4.6.3,a,a.4,a.4.6,a.4.6.3,119
d3ulqb_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,58
d3q9va_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,98
d2hwva1,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,99
d3zq7a_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,101
d4uhta_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,102
d5ju7a1,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,106
d2k4ja1,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,103
d2hqra2,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,106
d2m87a_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,103
d4nhja_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,102
d2jzya_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,104
d3c57a_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,51
d2pmub_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,103
d2jpca_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,61
d2rnja_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,67
d4ixaa_,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,102
d5dcma1,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,94
d5vfaa2,SCOPe-ALL,family,a.4.6.0,a,a.4,a.4.6,a.4.6.0,96
d1vq8i1,SCOPe-ALL,family,a.4.7.1,a,a.4,a.4.7,a.4.7.1,70
d3cjrb1,SCOPe-ALL,family,a.4.7.1,a,a.4,a.4.7,a.4.7.1,67
d1fjgr_,SCOPe-ALL,family,a.4.8.1,a,a.4,a.4.8,a.4.8.1,73
