id,dataset,label_type,family,length
d1yksa2,SCOPe-5K,family,1yks,299
d1yksa1,SCOPe-5K,family,1yks,138
d2xzga1,SCOPe-5K,family,2xzg,330
d1qh4a1,SCOPe-5K,family,1qh4,101
d1tv8a_,SCOPe-5K,family,1tv8,327
d4yhva_,SCOPe-5K,family,4yhv,135
d3g0oa2,SCOPe-5K,family,3g0o,123
d3g0oa1,SCOPe-5K,family,3g0o,164
d5xvta1,SCOPe-5K,family,5xvt,332
d5xvta3,SCOPe-5K,family,5xvt,146
d5xvta2,SCOPe-5K,family,5xvt,197
d2pyqa1,SCOPe-5K,family,2pyq,113
d4p5pa_,SCOPe-5K,family,4p5p,225
d6u66a_,SCOPe-5K,family,6u66,136
d2b9ha_,SCOPe-5K,family,2b9h,353
d2w9ja_,SCOPe-5K,family,2w9j,83
d3tn4a_,SCOPe-5K,family,3tn4,324
d4o5ma2,SCOPe-5K,family,4o5m,143
d3slga_,SCOPe-5K,family,3slg,347
d1yb5a1,SCOPe-5K,family,1yb5,151
d1yb5a2,SCOPe-5K,family,1yb5,174
d2vg0a_,SCOPe-5K,family,2vg0,227
d1v0wa2,SCOPe-5K,family,1v0w,246
d1v0wa1,SCOPe-5K,family,1v0w,258
d2cpxa1,SCOPe-5K,family,2cpx,102
d3nzea1,SCOPe-5K,family,3nze,260
d1rifa_,SCOPe-5K,family,1rif,282
d1uqwa_,SCOPe-5K,family,1uqw,487
d1vz5a_,SCOPe-5K,family,1vz5,288
d1vcsa1,SCOPe-5K,family,1vcs,89
d1q0sa_,SCOPe-5K,family,1q0s,259
d1hqsa_,SCOPe-5K,family,1hqs,423
d1puca_,SCOPe-5K,family,1puc,101
d1puia_,SCOPe-5K,family,1pui,188
d3epua_,SCOPe-5K,family,3epu,136
d1vcfa1,SCOPe-5K,family,1vcf,310
d2bgka1,SCOPe-5K,family,2bgk,268
d1ym0a_,SCOPe-5K,family,1ym0,238
d2qiya_,SCOPe-5K,family,2qiy,141
d3gv7b2,SCOPe-5K,family,3gv7,115
d3gv7b1,SCOPe-5K,family,3gv7,274
d1klla_,SCOPe-5K,family,1kll,128
d1fpoa2,SCOPe-5K,family,1fpo,95
d1fpoa1,SCOPe-5K,family,1fpo,76
d3gbca_,SCOPe-5K,family,3gbc,185
d2w4la_,SCOPe-5K,family,2w4l,164
d2ma1a_,SCOPe-5K,family,2ma1,75
d7f4gd_,SCOPe-5K,family,7f4g,128
d3bhda_,SCOPe-5K,family,3bhd,214
d2rv6a1,SCOPe-5K,family,2rv6,85
d2v2ff_,SCOPe-5K,family,2v2f,384
d4zh7a1,SCOPe-5K,family,4zh7,421
d4zh7a2,SCOPe-5K,family,4zh7,81
d1jr1b1,SCOPe-5K,family,1jr1,385
d3lrta2,SCOPe-5K,family,3lrt,129
d3lrta1,SCOPe-5K,family,3lrt,155
d2bnma2,SCOPe-5K,family,2bnm,122
d2bnma1,SCOPe-5K,family,2bnm,72
d6gkxa_,SCOPe-5K,family,6gkx,136
d4pz0a_,SCOPe-5K,family,4pz0,321
d1ts9a_,SCOPe-5K,family,1ts9,98
d6ztka_,SCOPe-5K,family,6ztk,108
d1mwfa1,SCOPe-5K,family,1mwf,363
d1se0a_,SCOPe-5K,family,1se0,97
d3j9ta4,SCOPe-5K,family,3j9t,153
d1hlba_,SCOPe-5K,family,1hlb,157
d1xvpb_,SCOPe-5K,family,1xvp,246
d1ou8a_,SCOPe-5K,family,1ou8,106
d5u4na_,SCOPe-5K,family,5u4n,350
d2oy9a1,SCOPe-5K,family,2oy9,85
d4i0va_,SCOPe-5K,family,4i0v,123
d1um0a_,SCOPe-5K,family,1um0,365
d5ekwa1,SCOPe-5K,family,5ekw,87
d5ekwa2,SCOPe-5K,family,5ekw,107
d5gwta_,SCOPe-5K,family,5gwt,243
d3imia_,SCOPe-5K,family,3imi,143
d3mena1,SCOPe-5K,family,3men,338
d4aiva_,SCOPe-5K,family,4aiv,113
d1bg1a2,SCOPe-5K,family,1bg1,254
d1bg1a1,SCOPe-5K,family,1bg1,186
d1bg1a3,SCOPe-5K,family,1bg1,141
d1qfxa_,SCOPe-5K,family,1qfx,447
d1rgxa_,SCOPe-5K,family,1rgx,89
d1jbia_,SCOPe-5K,family,1jbi,100
d6m3ba_,SCOPe-5K,family,6m3b,239
d2a2ja1,SCOPe-5K,family,2a2j,201
d5u1ma_,SCOPe-5K,family,5u1m,105
d2lxia_,SCOPe-5K,family,2lxi,91
d1nn7a_,SCOPe-5K,family,1nn7,105
d3bgea1,SCOPe-5K,family,3bge,184
d1lgha_,SCOPe-5K,family,1lgh,56
d1fvka_,SCOPe-5K,family,1fvk,188
d2csba5,SCOPe-5K,family,2csb,291
d2csba3,SCOPe-5K,family,2csb,55
d2csba2,SCOPe-5K,family,2csb,57
d2csba4,SCOPe-5K,family,2csb,55
d2csba1,SCOPe-5K,family,2csb,59
d3m4ta_,SCOPe-5K,family,3m4t,115
d5g0aa_,SCOPe-5K,family,5g0a,468
d2g5mb1,SCOPe-5K,family,2g5m,110
d6fs8a1,SCOPe-5K,family,6fs8,192
d1mhna_,SCOPe-5K,family,1mhn,59
d1e4mm_,SCOPe-5K,family,1e4m,499
d1hssa_,SCOPe-5K,family,1hss,120
d1sg4a1,SCOPe-5K,family,1sg4,249
d2d5ba1,SCOPe-5K,family,2d5b,152
d2d5ba2,SCOPe-5K,family,2d5b,348
d1f5wa_,SCOPe-5K,family,1f5w,124
d1tnsa_,SCOPe-5K,family,1tns,76
d1yi9a1,SCOPe-5K,family,1yi9,152
d1yi9a2,SCOPe-5K,family,1yi9,157
d2oyza1,SCOPe-5K,family,2oyz,93
d2heoa_,SCOPe-5K,family,2heo,59
d6pspa_,SCOPe-5K,family,6psp,191
d4czua1,SCOPe-5K,family,4czu,296
d1pdoa_,SCOPe-5K,family,1pdo,129
d2oh3a1,SCOPe-5K,family,2oh3,152
d5f47a_,SCOPe-5K,family,5f47,151
d4npda_,SCOPe-5K,family,4npd,58
d1bw5a_,SCOPe-5K,family,1bw5,66
d1y9ba1,SCOPe-5K,family,1y9b,81
d2hcma1,SCOPe-5K,family,2hcm,157
d1egra_,SCOPe-5K,family,1egr,85
d2v9va2,SCOPe-5K,family,2v9v,74
d2v9va1,SCOPe-5K,family,2v9v,61
d4e12a1,SCOPe-5K,family,4e12,189
d3vupa_,SCOPe-5K,family,3vup,351
d4mzaa_,SCOPe-5K,family,4mza,432
d1oyza_,SCOPe-5K,family,1oyz,276
d1yq1a2,SCOPe-5K,family,1yq1,127
d3ejxa2,SCOPe-5K,family,3ejx,153
d3ejxd1,SCOPe-5K,family,3ejx,148
d1gdoa_,SCOPe-5K,family,1gdo,238
d2voka1,SCOPe-5K,family,2vok,179
d1wwna_,SCOPe-5K,family,1wwn,69
d3dr4a1,SCOPe-5K,family,3dr4,346
d2ysxa1,SCOPe-5K,family,2ysx,112
d1djaa_,SCOPe-5K,family,1dja,258
d2d92a1,SCOPe-5K,family,2d92,95
d1uoua3,SCOPe-5K,family,1uou,105
d1uoua1,SCOPe-5K,family,1uou,68
d1ufza1,SCOPe-5K,family,1ufz,70
d5b1ya_,SCOPe-5K,family,5b1y,250
d1yfsa1,SCOPe-5K,family,1yfs,217
d1yfsa2,SCOPe-5K,family,1yfs,236
d2quya_,SCOPe-5K,family,2quy,330
d1jgka_,SCOPe-5K,family,1jgk,66
d4pcha_,SCOPe-5K,family,4pch,264
d3r3ra1,SCOPe-5K,family,3r3r,181
d1nqua_,SCOPe-5K,family,1nqu,154
d1wx8a1,SCOPe-5K,family,1wx8,83
d2yc2a_,SCOPe-5K,family,2yc2,134
d4hasa_,SCOPe-5K,family,4has,104
d1tuwa_,SCOPe-5K,family,1tuw,106
d2jfra_,SCOPe-5K,family,2jfr,234
d1knga_,SCOPe-5K,family,1kng,144
d4v03a_,SCOPe-5K,family,4v03,247
d4m3sa_,SCOPe-5K,family,4m3s,160
d2atza1,SCOPe-5K,family,2atz,176
d4cxpa1,SCOPe-5K,family,4cxp,263
d3hcwa1,SCOPe-5K,family,3hcw,284
d1y3ta1,SCOPe-5K,family,1y3t,330
d1ee8a2,SCOPe-5K,family,1ee8,121
d2ac3a1,SCOPe-5K,family,2ac3,298
d3m00a2,SCOPe-5K,family,3m00,328
d3m00a1,SCOPe-5K,family,3m00,207
d1nria_,SCOPe-5K,family,1nri,248
d2hfqa1,SCOPe-5K,family,2hfq,85
d1sfpa_,SCOPe-5K,family,1sfp,111
d6v7ga1,SCOPe-5K,family,6v7g,180
d6v7ga2,SCOPe-5K,family,6v7g,184
d2uuia1,SCOPe-5K,family,2uui,146
d7jgwa1,SCOPe-5K,family,7jgw,140
d3i47a1,SCOPe-5K,family,3i47,257
d2gmqa1,SCOPe-5K,family,2gmq,102
d1uhta1,SCOPe-5K,family,1uht,105
d1hxma1,SCOPe-5K,family,1hxm,120
d1hxmb1,SCOPe-5K,family,1hxm,123
d1nzya_,SCOPe-5K,family,1nzy,269
d1nmra1,SCOPe-5K,family,1nmr,83
d2vgna2,SCOPe-5K,family,2vgn,142
d2vgna1,SCOPe-5K,family,2vgn,135
d2vgna3,SCOPe-5K,family,2vgn,105
d1u00a1,SCOPe-5K,family,1u00,112
d1yrba2,SCOPe-5K,family,1yrb,245
d6wgya1,SCOPe-5K,family,6wgy,373
d7kqaa1,SCOPe-5K,family,7kqa,338
d1d2na_,SCOPe-5K,family,1d2n,246
d1l3wa5,SCOPe-5K,family,1l3w,107
d1l3wa3,SCOPe-5K,family,1l3w,113
d1l3wa4,SCOPe-5K,family,1l3w,107
d1pb7a_,SCOPe-5K,family,1pb7,289
d4hpna1,SCOPe-5K,family,4hpn,123
d4hpna2,SCOPe-5K,family,4hpn,255
d2ymza1,SCOPe-5K,family,2ymz,128
d1o89a1,SCOPe-5K,family,1o89,146
d1o89a2,SCOPe-5K,family,1o89,177
d2oo3a1,SCOPe-5K,family,2oo3,271
d2l3ga1,SCOPe-5K,family,2l3g,116
d1k1fa_,SCOPe-5K,family,1k1f,67
d2qpna_,SCOPe-5K,family,2qpn,265
d1wi8a1,SCOPe-5K,family,1wi8,91
d3rq7a2,SCOPe-5K,family,3rq7,87
d3rq7a1,SCOPe-5K,family,3rq7,128
d2zxea4,SCOPe-5K,family,2zxe,489
d2zxea3,SCOPe-5K,family,2zxe,108
d2zxea1,SCOPe-5K,family,2zxe,208
d2zxeb2,SCOPe-5K,family,2zxe,237
d2ocga_,SCOPe-5K,family,2ocg,254
d2p0sa1,SCOPe-5K,family,2p0s,136
d4udga_,SCOPe-5K,family,4udg,320
d1q2ha_,SCOPe-5K,family,1q2h,63
d4x2ra1,SCOPe-5K,family,4x2r,247
d1a6ja_,SCOPe-5K,family,1a6j,150
d2wa5a2,SCOPe-5K,family,2wa5,105
d1ciia1,SCOPe-5K,family,1cii,174
d3qz6a1,SCOPe-5K,family,3qz6,258
d3hraa1,SCOPe-5K,family,3hra,100
d3mlba_,SCOPe-5K,family,3mlb,189
d3q0wa1,SCOPe-5K,family,3q0w,73
d3q0wa2,SCOPe-5K,family,3q0w,120
d4rhaa_,SCOPe-5K,family,4rha,133
d2qklb_,SCOPe-5K,family,2qkl,90
d4r5ra_,SCOPe-5K,family,4r5r,68
d2kb2a1,SCOPe-5K,family,2kb2,145
d4feia_,SCOPe-5K,family,4fei,102
d3hz2a_,SCOPe-5K,family,3hz2,84
d1l3la1,SCOPe-5K,family,1l3l,65
d1l3la2,SCOPe-5K,family,1l3l,168
d1dpja_,SCOPe-5K,family,1dpj,329
d2fvga1,SCOPe-5K,family,2fvg,84
d2fvga2,SCOPe-5K,family,2fvg,256
d1tu1a1,SCOPe-5K,family,1tu1,142
d2hwva1,SCOPe-5K,family,2hwv,99
d3h4ta1,SCOPe-5K,family,3h4t,382
d1ddba_,SCOPe-5K,family,1ddb,195
d1yfba_,SCOPe-5K,family,1yfb,52
d2icwg_,SCOPe-5K,family,2icw,213
d4ovja_,SCOPe-5K,family,4ovj,396
d3sk7a1,SCOPe-5K,family,3sk7,109
d2hr7a2,SCOPe-5K,family,2hr7,155
d2hr7a1,SCOPe-5K,family,2hr7,153
d2hr7a3,SCOPe-5K,family,2hr7,158
d2cqva1,SCOPe-5K,family,2cqv,101
d1ncua1,SCOPe-5K,family,1ncu,97
d2kcqa1,SCOPe-5K,family,2kcq,145
d3rofa1,SCOPe-5K,family,3rof,152
d1nrwa_,SCOPe-5K,family,1nrw,285
d2euca1,SCOPe-5K,family,2euc,113
d5njcb_,SCOPe-5K,family,5njc,443
d1i9ga_,SCOPe-5K,family,1i9g,264
d2okca1,SCOPe-5K,family,2okc,425
d4kuka1,SCOPe-5K,family,4kuk,119
d6ctha1,SCOPe-5K,family,6cth,300
d1grja2,SCOPe-5K,family,1grj,79
d1grja1,SCOPe-5K,family,1grj,78
d2pb9a1,SCOPe-5K,family,2pb9,184
d1v63a1,SCOPe-5K,family,1v63,88
d1qlwa_,SCOPe-5K,family,1qlw,318
d4n13a_,SCOPe-5K,family,4n13,255
d1n57a_,SCOPe-5K,family,1n57,279
d1pl8a1,SCOPe-5K,family,1pl8,186
d1pl8a2,SCOPe-5K,family,1pl8,171
d4jwva1,SCOPe-5K,family,4jwv,255
d2e73a1,SCOPe-5K,family,2e73,70
d1b33n_,SCOPe-5K,family,1b33,67
d1iooa_,SCOPe-5K,family,1ioo,196
d1b74a1,SCOPe-5K,family,1b74,105
d1b74a2,SCOPe-5K,family,1b74,147
d2q73a_,SCOPe-5K,family,2q73,90
d2gz6a_,SCOPe-5K,family,2gz6,386
d4perb_,SCOPe-5K,family,4per,113
d3c6xa_,SCOPe-5K,family,3c6x,256
d1qzya2,SCOPe-5K,family,1qzy,296
d1qzya1,SCOPe-5K,family,1qzy,74
d2zw2a_,SCOPe-5K,family,2zw2,85
d1r4va_,SCOPe-5K,family,1r4v,151
d3u3ga_,SCOPe-5K,family,3u3g,140
d3elka_,SCOPe-5K,family,3elk,106
d1nz0a_,SCOPe-5K,family,1nz0,109
d1qv0a_,SCOPe-5K,family,1qv0,189
d1bhea_,SCOPe-5K,family,1bhe,376
d1weea1,SCOPe-5K,family,1wee,59
d1z0jb1,SCOPe-5K,family,1z0j,51
d1qs1a1,SCOPe-5K,family,1qs1,205
d1qs1a2,SCOPe-5K,family,1qs1,197
d2kdba_,SCOPe-5K,family,2kdb,77
d2bb3a1,SCOPe-5K,family,2bb3,195
d2qcva_,SCOPe-5K,family,2qcv,330
d4mqla_,SCOPe-5K,family,4mql,282
d2yuya1,SCOPe-5K,family,2yuy,113
d1ueya1,SCOPe-5K,family,1uey,114
d4rqra1,SCOPe-5K,family,4rqr,105
d6hy3a1,SCOPe-5K,family,6hy3,260
d1kqpa_,SCOPe-5K,family,1kqp,271
d3bx1c_,SCOPe-5K,family,3bx1,181
d3imka1,SCOPe-5K,family,3imk,157
d2ppqa1,SCOPe-5K,family,2ppq,316
d3kkra1,SCOPe-5K,family,3kkr,149
d3i9la_,SCOPe-5K,family,3i9l,251
d1wgwa1,SCOPe-5K,family,1wgw,86
d2iuwa1,SCOPe-5K,family,2iuw,210
d1zjca1,SCOPe-5K,family,1zjc,413
d1musa1,SCOPe-5K,family,1mus,473
d2ih2a2,SCOPe-5K,family,2ih2,170
d2ih2a1,SCOPe-5K,family,2ih2,223
d1z8ha_,SCOPe-5K,family,1z8h,202
d4cc4b1,SCOPe-5K,family,4cc4,65
d3m31a1,SCOPe-5K,family,3m31,369
d3bzwa1,SCOPe-5K,family,3bzw,248
d2vpaa_,SCOPe-5K,family,2vpa,215
d1hlra7,SCOPe-5K,family,1hlr,117
d1hlra6,SCOPe-5K,family,1hlr,113
d5gxub1,SCOPe-5K,family,5gxu,250
d1f1ea_,SCOPe-5K,family,1f1e,151
d1ijta_,SCOPe-5K,family,1ijt,128
d2opga1,SCOPe-5K,family,2opg,92
d1wp0a1,SCOPe-5K,family,1wp0,160
d2lmia1,SCOPe-5K,family,2lmi,106
d3frxa_,SCOPe-5K,family,3frx,315
d3czha1,SCOPe-5K,family,3czh,462
d1hpia_,SCOPe-5K,family,1hpi,71
d5brpa2,SCOPe-5K,family,5brp,82
d3tvqa_,SCOPe-5K,family,3tvq,152
d1eiwa_,SCOPe-5K,family,1eiw,111
d4pbha1,SCOPe-5K,family,4pbh,301
d4g2ea1,SCOPe-5K,family,4g2e,155
d5r0db1,SCOPe-5K,family,5r0d,152
d5r0db2,SCOPe-5K,family,5r0d,148
d1bqua1,SCOPe-5K,family,1bqu,95
d1bqua2,SCOPe-5K,family,1bqu,115
d1w7ja1,SCOPe-5K,family,1w7j,61
d1g6ga_,SCOPe-5K,family,1g6g,127
d2j8ga1,SCOPe-5K,family,2j8g,149
d2j8ga2,SCOPe-5K,family,2j8g,189
d6i8xa1,SCOPe-5K,family,6i8x,143
d4iaua_,SCOPe-5K,family,4iau,161
d1f86a_,SCOPe-5K,family,1f86,115
d1pjua2,SCOPe-5K,family,1pju,57
d3ilza1,SCOPe-5K,family,3ilz,263
d2ap1a2,SCOPe-5K,family,2ap1,117
d2ap1a1,SCOPe-5K,family,2ap1,186
d3r40a_,SCOPe-5K,family,3r40,297
d1e7ua3,SCOPe-5K,family,1e7u,178
d1e7ua1,SCOPe-5K,family,1e7u,201
d1e7ua4,SCOPe-5K,family,1e7u,369
d1e7ua2,SCOPe-5K,family,1e7u,174
d3mwja_,SCOPe-5K,family,3mwj,207
d2a07f1,SCOPe-5K,family,2a07,82
d1e0ca2,SCOPe-5K,family,1e0c,136
d1e0ca1,SCOPe-5K,family,1e0c,135
d2jpca_,SCOPe-5K,family,2jpc,61
d1ecaa_,SCOPe-5K,family,1eca,136
d4hzra_,SCOPe-5K,family,4hzr,273
d1we8a1,SCOPe-5K,family,1we8,91
d1wbaa_,SCOPe-5K,family,1wba,171
d2huga2,SCOPe-5K,family,2hug,55
d1hypa_,SCOPe-5K,family,1hyp,75
d1wfea1,SCOPe-5K,family,1wfe,73
d2b5la4,SCOPe-5K,family,2b5l,315
d2b5lc_,SCOPe-5K,family,2b5l,207
d2b5la2,SCOPe-5K,family,2b5l,389
d2b5la1,SCOPe-5K,family,2b5l,341
d2b5la3,SCOPe-5K,family,2b5l,97
d3f31a_,SCOPe-5K,family,3f31,137
d1jnra2,SCOPe-5K,family,1jnr,357
d1jnra3,SCOPe-5K,family,1jnr,145
d1jnra1,SCOPe-5K,family,1jnr,141
d1jnrb_,SCOPe-5K,family,1jnr,149
d5x2mb_,SCOPe-5K,family,5x2m,470
d5x2ma_,SCOPe-5K,family,5x2m,442
d1wmxa_,SCOPe-5K,family,1wmx,173
d2oafa1,SCOPe-5K,family,2oaf,143
d5bowa1,SCOPe-5K,family,5bow,150
d1ou0a_,SCOPe-5K,family,1ou0,190
d2f5va2,SCOPe-5K,family,2f5v,198
d2f5va1,SCOPe-5K,family,2f5v,380
d3fr7a2,SCOPe-5K,family,3fr7,273
d3fr7a1,SCOPe-5K,family,3fr7,222
d1fsea_,SCOPe-5K,family,1fse,67
d2jlma_,SCOPe-5K,family,2jlm,177
d2p51a_,SCOPe-5K,family,2p51,255
d1r8ga_,SCOPe-5K,family,1r8g,368
d7m1la_,SCOPe-5K,family,7m1l,188
d2hqra2,SCOPe-5K,family,2hqr,106
d2i5ka2,SCOPe-5K,family,2i5k,88
d5an7a1,SCOPe-5K,family,5an7,244
d1p4wa_,SCOPe-5K,family,1p4w,87
d3cera1,SCOPe-5K,family,3cer,129
d3e9va1,SCOPe-5K,family,3e9v,120
d1lf7a_,SCOPe-5K,family,1lf7,171
d6vrra1,SCOPe-5K,family,6vrr,124
d4wjka_,SCOPe-5K,family,4wjk,452
d1gp6a_,SCOPe-5K,family,1gp6,350
d1ogad1,SCOPe-5K,family,1oga,115
d2a38a1,SCOPe-5K,family,2a38,100
d6b8sa1,SCOPe-5K,family,6b8s,346
d1txka2,SCOPe-5K,family,1txk,374
d1txka1,SCOPe-5K,family,1txk,115
d1vkna2,SCOPe-5K,family,1vkn,163
d1vkna1,SCOPe-5K,family,1vkn,177
d2bskb1,SCOPe-5K,family,2bsk,65
d2bska1,SCOPe-5K,family,2bsk,73
d5ganf2,SCOPe-5K,family,5gan,304
d1h7ca_,SCOPe-5K,family,1h7c,103
d2v2ga_,SCOPe-5K,family,2v2g,220
d3b1qa_,SCOPe-5K,family,3b1q,310
d5hy0a_,SCOPe-5K,family,5hy0,377
d1f7sa_,SCOPe-5K,family,1f7s,124
d1jvaa3,SCOPe-5K,family,1jva,117
d1jvaa2,SCOPe-5K,family,1jva,118
d2bfwa1,SCOPe-5K,family,2bfw,196
d1booa_,SCOPe-5K,family,1boo,320
d1mlaa2,SCOPe-5K,family,1mla,70
d1mlaa1,SCOPe-5K,family,1mla,236
d1o7ja_,SCOPe-5K,family,1o7j,325
d3r9ba_,SCOPe-5K,family,3r9b,400
d1mkya3,SCOPe-5K,family,1mky,81
d1mkya1,SCOPe-5K,family,1mky,171
d1mkya2,SCOPe-5K,family,1mky,186
d2jafa_,SCOPe-5K,family,2jaf,242
d5c1ta1,SCOPe-5K,family,5c1t,156
d5c1ta2,SCOPe-5K,family,5c1t,159
d2ixma1,SCOPe-5K,family,2ixm,300
d3p3va_,SCOPe-5K,family,3p3v,162
d3ip4c_,SCOPe-5K,family,3ip4,92
d1jnda2,SCOPe-5K,family,1jnd,92
d1jnda1,SCOPe-5K,family,1jnd,328
d1d3ya_,SCOPe-5K,family,1d3y,298
d2bgca1,SCOPe-5K,family,2bgc,100
d2bgca2,SCOPe-5K,family,2bgc,135
d2i7ca_,SCOPe-5K,family,2i7c,281
d2g9wa1,SCOPe-5K,family,2g9w,122
d1sf9a1,SCOPe-5K,family,1sf9,104
d4pk9a_,SCOPe-5K,family,4pk9,359
d1kmma1,SCOPe-5K,family,1kmm,99
d4i1da1,SCOPe-5K,family,4i1d,320
d2r25b_,SCOPe-5K,family,2r25,133
d1woua_,SCOPe-5K,family,1wou,119
d2ekpa_,SCOPe-5K,family,2ekp,238
d1te2a_,SCOPe-5K,family,1te2,218
d3cw2c2,SCOPe-5K,family,3cw2,91
d3cw2c1,SCOPe-5K,family,3cw2,84
d2gova1,SCOPe-5K,family,2gov,184
d2a28a1,SCOPe-5K,family,2a28,52
d5in1a_,SCOPe-5K,family,5in1,71
d6hava2,SCOPe-5K,family,6hav,100
d6hava1,SCOPe-5K,family,6hav,242
d4ua1a_,SCOPe-5K,family,4ua1,129
d4itaa_,SCOPe-5K,family,4ita,452
d1qbea_,SCOPe-5K,family,1qbe,132
d3qf2a_,SCOPe-5K,family,3qf2,90
d6g2va_,SCOPe-5K,family,6g2v,266
d6xqya1,SCOPe-5K,family,6xqy,324
d2psfa_,SCOPe-5K,family,2psf,307
d1osna_,SCOPe-5K,family,1osn,331
d1hqz1_,SCOPe-5K,family,1hqz,139
d1jv2b3,SCOPe-5K,family,1jv2,85
d2hyka_,SCOPe-5K,family,2hyk,237
d4uqta_,SCOPe-5K,family,4uqt,89
d6pxba_,SCOPe-5K,family,6pxb,103
d3hqna1,SCOPe-5K,family,3hqn,259
d3hqna2,SCOPe-5K,family,3hqn,99
d3hqna3,SCOPe-5K,family,3hqn,141
d4ooza1,SCOPe-5K,family,4ooz,363
d4x54a_,SCOPe-5K,family,4x54,238
d1weya1,SCOPe-5K,family,1wey,91
d1dqna_,SCOPe-5K,family,1dqn,230
d4ohja1,SCOPe-5K,family,4ohj,92
d4ohja2,SCOPe-5K,family,4ohj,101
d1hfoa_,SCOPe-5K,family,1hfo,113
d2jrla_,SCOPe-5K,family,2jrl,121
d1zq1a1,SCOPe-5K,family,1zq1,74
d1zq1c3,SCOPe-5K,family,1zq1,322
d1zq1c1,SCOPe-5K,family,1zq1,56
d1zq1a2,SCOPe-5K,family,1zq1,363
d1zq1c2,SCOPe-5K,family,1zq1,131
d3ntxa_,SCOPe-5K,family,3ntx,336
d1ipaa1,SCOPe-5K,family,1ipa,158
d1ipaa2,SCOPe-5K,family,1ipa,105
d3im3a_,SCOPe-5K,family,3im3,50
d1wdcb_,SCOPe-5K,family,1wdc,142
d1ayaa_,SCOPe-5K,family,1aya,101
d1e29a_,SCOPe-5K,family,1e29,135
d5jlaa_,SCOPe-5K,family,5jla,259
d2fffb1,SCOPe-5K,family,2fff,453
d1r6da_,SCOPe-5K,family,1r6d,322
d3dy8a2,SCOPe-5K,family,3dy8,324
d3khpc1,SCOPe-5K,family,3khp,139
d2dy1a2,SCOPe-5K,family,2dy1,267
d2dy1a5,SCOPe-5K,family,2dy1,96
d2dy1a3,SCOPe-5K,family,2dy1,115
d2dy1a1,SCOPe-5K,family,2dy1,103
d2dy1a4,SCOPe-5K,family,2dy1,77
d4k60a_,SCOPe-5K,family,4k60,226
d1ilea3,SCOPe-5K,family,1ile,453
d1ilea1,SCOPe-5K,family,1ile,180
d2a2ra1,SCOPe-5K,family,2a2r,133
d2a2ra2,SCOPe-5K,family,2a2r,77
d2fi0a1,SCOPe-5K,family,2fi0,79
d6yoja_,SCOPe-5K,family,6yoj,273
d2qxza_,SCOPe-5K,family,2qxz,330
d3cl6a_,SCOPe-5K,family,3cl6,302
d1rl0a_,SCOPe-5K,family,1rl0,255
d1x3aa1,SCOPe-5K,family,1x3a,87
d4fe3a1,SCOPe-5K,family,4fe3,286
d1qy9a1,SCOPe-5K,family,1qy9,127
d1qy9a2,SCOPe-5K,family,1qy9,168
d3axaa_,SCOPe-5K,family,3axa,97
d4wpga1,SCOPe-5K,family,4wpg,283
d2wnya_,SCOPe-5K,family,2wny,137
d6ds6a_,SCOPe-5K,family,6ds6,53
d3zyqa2,SCOPe-5K,family,3zyq,74
d3zyqa1,SCOPe-5K,family,3zyq,142
d5dufa1,SCOPe-5K,family,5duf,243
d2d37a1,SCOPe-5K,family,2d37,154
d1wira1,SCOPe-5K,family,1wir,108
d2fiqa1,SCOPe-5K,family,2fiq,420
d4gf3a_,SCOPe-5K,family,4gf3,136
d1j0ga1,SCOPe-5K,family,1j0g,85
d4lwua_,SCOPe-5K,family,4lwu,85
d7l4aa1,SCOPe-5K,family,7l4a,220
d1c9ba1,SCOPe-5K,family,1c9b,98
d1c9ba2,SCOPe-5K,family,1c9b,109
d1yoca1,SCOPe-5K,family,1yoc,145
d4lk5a_,SCOPe-5K,family,4lk5,250
d2e7ja_,SCOPe-5K,family,2e7j,364
d1jwqa_,SCOPe-5K,family,1jwq,179
d2gfha1,SCOPe-5K,family,2gfh,247
d6edfa_,SCOPe-5K,family,6edf,77
d1svva_,SCOPe-5K,family,1svv,340
d2nvma1,SCOPe-5K,family,2nvm,117
d5kmya1,SCOPe-5K,family,5kmy,268
d2p2wa_,SCOPe-5K,family,2p2w,365
d3l51b1,SCOPe-5K,family,3l51,158
d1hz4a_,SCOPe-5K,family,1hz4,366
d2d7la1,SCOPe-5K,family,2d7l,68
d3n9ra_,SCOPe-5K,family,3n9r,307
d1uf9a_,SCOPe-5K,family,1uf9,191
d2l2fa_,SCOPe-5K,family,2l2f,108
d1k8rb_,SCOPe-5K,family,1k8r,95
d2wqfa_,SCOPe-5K,family,2wqf,201
d1rf8b1,SCOPe-5K,family,1rf8,98
d1wiba1,SCOPe-5K,family,1wib,84
d3q15c_,SCOPe-5K,family,3q15,116
d3lasa_,SCOPe-5K,family,3las,166
d2lj0a_,SCOPe-5K,family,2lj0,65
d1ifra1,SCOPe-5K,family,1ifr,109
d1chma2,SCOPe-5K,family,1chm,246
d1chma1,SCOPe-5K,family,1chm,155
d2ze5a_,SCOPe-5K,family,2ze5,227
d3p3oa1,SCOPe-5K,family,3p3o,406
d6mw8a_,SCOPe-5K,family,6mw8,259
d1a3qa2,SCOPe-5K,family,1a3q,184
d1q06a_,SCOPe-5K,family,1q06,127
d4iwna_,SCOPe-5K,family,4iwn,229
